"cod_dpto","nom_dpto","cod_prov","nom_prov","nom_cap","num_dist","sup_tot","pob_total","total_pers","c5_p2_1","c5_p2_2","num_viv_pa","num_viv_op","num_hog","almenosuna","c1nbi_abs","c2nbi_abs","c3nbi_abs","c4nbi_abs","c5nbi_abs","nbi1_abs","nbi2_abs","nbi3_abs","nbi4_abs","nbi5_abs","vs_sh","vs_agua_rp","vs_aelec","v_ptierra","v_1hab","h_lenna","h_cocin","hs_pclptb","hs_tcelu","hs_inter","pet","pea","peao","pead","pei","c5_p12_2","c5_p12_1","c5_p8_6","c5_p8_1","c5_p9_3","c5_p9_4","c5_p9_5","c5_p9_6","c5_p10_1","c5_p10_4","gr_edad_1","gr_edad_2","gr_edad_3","gr_edad_4","gr_edad_5","gr_quin_1","gr_quin_2","gr_quin_3","gr_quin_4","gr_quin_5","p_sex_h","p_sex_m","almenosu_1","c1nbi_porc","c2nbi_porc","c3nbi_porc","c4nbi_porc","c5nbi_porc","nbi1_porc","nbi2_porc","nbi3_porc","nbi4_porc","nbi5_porc","pvs_sh","pvs_agua_r","pvs_aelec","pv_ptierra","pv_1hab","ph_cocin","phs_pclptb","phs_tcelu","phs_inter","p_pet","p_pea","p_pea_o","p_pea_d","p_pei","p_lees_no","p_lees_si","p_af_ning","p_af_sis","p_dl_hab","p_dl_mov","p_dl_ent","p_dl_rel","p_dni","p_no_docum","p_ge_0a14","p_ge_15a29","p_ge_30a44","p_ge_45a64","p_ge_65ym","pgr_quin1","pgr_quin2","pgr_quin3","pgr_quin4","pgr_quin5","fuente"
"13","LA LIBERTAD","1310","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO","8","2,658.96","50,896","48,832","25,553","25,343","16,705","13,639","14,362","17,966","13,628","3,581","667","90","0","1,081","6,755","7,922","1,507","5,886","8,204","3,576","3,415","11,431","2,944","11,022","13,670","13,319","4,445","13,980","35,107","14,203","13,406","797","20,904","8,057","39,720","6,009","38,084","219","1,147","376","217","50,129","255","16,964","11,453","9,546","6,883","6,050","5,175","5,698","6,091","4,369","3,591","50.206303","49.793697","36.791448","27.907929","7.333306","1.365908","0.184305","0","2.213712","13.833142","16.222969","3.086091","12.053571","60.151037","26.218931","25.038493","83.81113","21.58516","95.18173","92.73778","30.949728","97.340203","68.977916","27.905926","26.339987","1.565938","41.07199","15.830321","78.041496","11.806429","74.827098","0.430289","2.253615","0.738761","0.42636","98.493005","0.501022","33.330714","22.502751","18.755894","13.523656","11.886985","10.167793","11.195379","11.967542","8.584172","7.055564","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"13","LA LIBERTAD","1311","GRAN CHIMU","CASCAS","4","1,284.77","26,892","26,270","14,101","12,791","10,775","7,777","7,959","8,010","6,447","1,280","267","10","6","364","1,765","4,569","1,068","2,112","5,576","3,837","1,209","5,708","862","6,369","6,383","7,527","2,509","7,701","19,447","9,782","9,527","255","9,665","3,963","21,527","5,168","19,414","148","535","272","139","26,459","155","7,950","5,696","5,216","4,208","3,822","2,460","2,701","2,789","2,047","1,905","52.435669","47.564331","30.491054","24.541302","4.872478","1.016368","0.038066","0.02284","1.385611","6.718691","17.392463","4.065474","8.039589","71.698598","49.337791","15.54584","73.395911","11.083966","80.198517","94.572182","31.524061","96.758387","72.315187","36.37513","35.426893","0.948237","35.940057","14.736725","80.049829","19.217611","72.192474","0.55035","1.989439","1.011453","0.516882","98.389856","0.57638","29.562695","21.18102","19.396103","15.647776","14.212405","9.147702","10.043879","10.371114","7.611929","7.083891","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"13","LA LIBERTAD","1312","VIRU","VIRU","3","3,218.74","92,324","91,490","46,065","46,259","27,068","21,872","22,864","21,060","17,210","3,269","517","48","16","5,477","10,172","1,448","3,117","5,357","10,357","3,790","3,063","11,735","3,806","10,444","10,595","19,364","3,056","19,933","64,051","38,339","37,256","1,083","25,712","12,546","73,791","24,028","30,972","526","1,695","703","460","91,388","328","29,883","25,373","19,305","10,794","6,969","10,379","10,215","9,289","7,955","9,155","49.894935","50.105065","23.018909","18.810799","3.573068","0.565089","0.052465","0.017488","5.986447","11.118155","1.582687","3.40693","5.855285","47.35278","17.328091","14.004206","53.653072","17.401244","46.339223","84.692092","13.36599","87.180721","69.376327","41.52658","40.353538","1.173043","27.849747","13.589099","79.92613","26.025735","33.547073","0.569733","1.835926","0.761449","0.498245","98.986179","0.355271","32.367532","27.482561","20.910056","11.691435","7.548416","11.241931","11.064295","10.061306","8.616394","9.916165","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"14","LAMBAYEQUE","1401","CHICLAYO","CHICLAYO","20","3,288.07","799,675","783,608","385,163","414,512","236,318","193,699","208,531","123,515","110,603","11,755","1,020","130","7","6,783","79,763","13,068","15,624","22,490","28,045","15,694","8,423","39,488","27,788","20,911","40,718","121,961","20,422","133,991","613,310","346,580","328,313","18,267","266,730","68,697","693,969","197,069","317,595","5,571","20,035","7,815","5,237","793,198","1,851","199,097","198,616","165,397","131,212","105,353","64,450","67,936","66,711","67,364","70,203","48.164942","51.835058","15.762345","14.114583","1.500112","0.130167","0.01659","0.000893","0.865611","10.178942","1.667671","1.993854","2.870057","14.47865","8.102262","4.348499","20.386269","14.34597","19.526114","58.485789","9.793268","64.254715","76.694907","43.340107","41.055804","2.284303","33.3548","8.590615","86.78138","24.643636","39.715509","0.696658","2.505393","0.977272","0.654891","99.190046","0.231469","24.89724","24.83709","20.683027","16.408166","13.174477","8.059524","8.495451","8.342264","8.423922","8.778941","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"14","LAMBAYEQUE","1402","FERREÑAFE","FERREÑAFE","6","1,578.60","97,415","96,669","47,467","49,948","30,530","24,307","25,421","25,949","20,523","4,475","869","70","12","1,317","14,097","5,711","2,811","8,484","10,979","6,103","5,185","13,332","4,156","11,671","13,403","20,591","5,525","21,620","68,117","33,913","31,793","2,120","34,204","15,386","76,321","14,571","65,174","760","2,790","875","605","96,276","453","31,209","21,864","18,131","14,140","12,071","9,984","10,861","10,364","8,383","7,198","48.726582","51.273418","26.843145","21.230177","4.629199","0.898944","0.072412","0.012413","1.362381","14.582751","5.907788","2.907861","8.77634","45.168059","25.107994","21.331304","54.848398","17.097955","52.724126","80.999961","21.733999","85.047795","69.92455","34.812914","32.636658","2.176256","35.111636","15.794282","78.346251","14.957655","66.903454","0.780167","2.864035","0.898219","0.621054","98.830776","0.465021","32.037161","22.444182","18.612123","14.515218","12.391316","10.248935","11.149207","10.639019","8.605451","7.389006","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"14","LAMBAYEQUE","1403","LAMBAYEQUE","LAMBAYEQUE","12","9,612.85","300,170","296,654","148,095","152,075","87,125","71,963","75,035","92,222","67,503","19,261","4,643","703","112","23,581","47,680","20,189","9,982","21,894","39,082","16,539","10,564","34,372","14,237","32,040","42,304","61,447","14,331","64,608","210,354","105,185","99,148","6,037","105,169","38,204","242,762","64,513","177,404","1,776","7,186","2,277","1,494","296,135","1,413","95,315","74,220","57,097","40,692","32,846","32,707","33,139","29,469","26,173","25,752","49.337042","50.662958","31.087395","22.754792","6.492749","1.565123","0.236976","0.037754","7.948991","16.072596","6.805571","3.364863","7.380315","54.308464","22.982644","14.679766","47.763434","19.783778","56.379023","81.891117","19.099087","86.103818","70.078289","35.04181","33.030616","2.011194","35.036479","12.727454","80.874838","21.492154","59.101176","0.591665","2.393977","0.75857","0.497718","98.655762","0.470733","31.753673","24.725989","19.021554","13.556318","10.942466","10.896159","11.040077","9.817437","8.719392","8.579138","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"15","LIMA","1501","LIMA","LIMA","43","2,616.91","8,574,974","8,436,399","4,168,563","4,406,411","2,607,336","2,175,200","2,353,950","1,243,285","1,104,606","127,496","10,778","397","8","392,519","719,513","66,579","143,884","71,065","179,283","182,205","86,740","130,607","366,737","43,904","68,324","1,082,674","169,245","1,182,644","6,801,252","4,353,983","4,137,455","216,528","2,447,269","542,649","7,674,911","2,357,962","2,335,157","57,600","201,686","95,869","75,238","8,459,753","18,335","1,897,454","2,201,239","1,992,711","1,394,589","1,088,981","618,101","645,677","633,676","664,051","779,317","48.613127","51.386873","14.737153","13.093335","1.511261","0.127756","0.004706","9.5E-5","4.652684","8.528674","0.789187","1.705514","0.842362","8.242139","8.376471","3.987679","6.004367","16.859921","2.902526","45.993925","7.18983","50.240829","79.315133","50.775466","48.25035","2.525116","28.539667","6.328287","89.503607","27.498183","27.232234","0.671722","2.35203","1.118009","0.877414","98.656311","0.21382","22.127811","25.670503","23.238683","16.263478","12.699525","7.208197","7.529784","7.38983","7.744058","9.088272","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"15","LIMA","1502","BARRANCA","BARRANCA","5","1,370.48","144,381","141,890","71,231","73,150","50,386","38,126","40,450","31,171","25,159","5,243","708","61","0","11,354","10,748","8,900","2,990","4,021","5,788","3,088","2,205","8,397","4,949","6,625","6,961","26,984","5,290","29,442","109,354","62,450","59,921","2,529","46,904","13,890","123,422","31,443","71,313","961","4,079","1,514","1,001","143,222","313","37,385","34,133","30,104","22,719","20,040","12,210","12,410","12,765","11,304","11,923","49.335439","50.664561","21.968426","17.731341","3.695116","0.498978","0.042991","0","8.001973","7.574882","6.272465","2.107266","2.833885","15.181241","8.09946","5.783455","22.02434","12.980643","17.2089","66.709518","13.077874","72.786156","75.739883","43.253614","41.501998","1.751616","32.486269","9.620379","85.483547","21.777796","49.392233","0.6656","2.825164","1.048614","0.693305","99.197263","0.216788","25.893296","23.640922","20.850389","15.73545","13.879943","8.456791","8.595314","8.841191","7.829285","8.258012","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"15","LIMA","1503","CAJATAMBO","CAJATAMBO","5","1,515.21","6,559","6,108","3,314","3,245","4,995","2,159","2,235","3,465","2,400","918","135","12","0","306","1,487","2,524","113","259","1,152","601","296","1,811","880","1,898","2,290","2,116","937","2,211","4,875","2,496","2,379","117","2,379","866","5,426","1,110","4,654","47","265","107","68","6,465","30","1,824","1,074","1,185","1,133","1,343","495","601","728","478","295","50.525995","49.474005","56.72888","39.292731","15.02947","2.210216","0.196464","0","5.009823","24.345121","41.322855","1.850033","4.240341","53.358036","27.836962","13.710051","83.881427","40.759611","102.46085","94.675615","41.923937","98.926174","74.325354","38.054581","36.270773","1.783809","36.270773","13.203232","82.726025","16.923311","70.955938","0.716573","4.04025","1.631346","1.036743","98.566855","0.457387","27.809117","16.374447","18.066778","17.273975","20.475682","7.546882","9.162982","11.099253","7.287696","4.497637","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"15","LIMA","1504","CANTA","CANTA","7","1,731.16","11,548","11,053","5,962","5,586","8,513","3,830","3,978","4,135","3,129","898","101","7","0","1,357","1,880","1,681","165","173","1,284","719","541","1,822","1,274","1,880","2,027","3,656","966","3,821","8,946","5,666","5,514","152","3,280","1,084","9,968","3,089","6,882","63","323","107","56","11,407","37","2,773","2,334","2,326","1,962","2,153","851","962","960","750","817","51.627988","48.372012","37.410658","28.309056","8.124491","0.913779","0.063331","0","12.27721","17.008957","15.208541","1.492807","1.565186","33.524804","18.772846","14.125326","47.571802","33.263708","50.955254","91.90548","24.28356","96.053293","77.46796","49.064773","47.748528","1.316245","28.403187","9.386907","86.317977","26.749221","59.594735","0.545549","2.797021","0.926567","0.484932","98.779009","0.320402","24.012816","20.211292","20.142016","16.989955","18.643921","7.369241","8.330447","8.313128","6.494631","7.074818","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"15","LIMA","1505","CAÑETE","SAN VICENTE DE CAÑETE","16","4,577.16","240,013","232,706","119,561","120,452","98,310","62,954","66,901","56,526","47,896","7,812","789","29","0","27,919","20,779","8,559","4,955","3,791","20,301","14,315","10,186","14,424","11,702","14,105","14,847","48,033","7,760","52,220","177,846","112,074","106,827","5,247","65,772","20,236","206,780","57,393","102,487","1,588","5,909","2,290","1,590","237,100","670","66,292","58,924","51,352","35,823","27,622","22,016","22,689","21,587","19,820","19,941","49.814385","50.185615","24.290736","20.582194","3.357026","0.339054","0.012462","0","11.997542","8.929293","3.678032","2.129296","1.629094","32.247355","22.738825","16.180068","22.911967","18.588175","22.192493","71.797133","11.599229","78.055634","74.098486","46.694971","44.508839","2.186132","27.403516","8.43121","86.153667","23.912455","42.700604","0.661631","2.46195","0.954115","0.662464","98.786316","0.279152","27.620171","24.550337","21.395508","14.925442","11.508543","9.172836","9.453238","8.994096","8.257886","8.3083","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"15","LIMA","1506","HUARAL","HUARAL","12","3,668.27","183,898","178,105","92,621","91,277","62,946","47,148","49,999","44,107","37,112","6,220","726","49","0","9,791","15,355","18,410","3,937","4,433","13,003","9,355","3,824","9,364","7,583","11,358","12,412","35,302","5,663","36,221","140,828","82,527","78,910","3,617","58,301","16,702","158,496","47,413","84,842","1,145","4,863","1,708","1,137","182,197","456","45,980","45,067","40,581","28,997","23,273","14,768","15,581","15,631","14,300","15,570","50.36542","49.63458","24.764605","20.837147","3.492322","0.407625","0.027512","0","5.497319","8.621319","10.336599","2.210494","2.488981","27.579113","19.841775","8.11063","19.860864","16.083397","24.824496","70.605412","11.326227","72.443449","76.579408","44.876508","42.909656","1.966851","31.702901","9.082209","86.186908","25.782227","46.135358","0.622628","2.644401","0.928776","0.618278","99.075031","0.247964","25.002991","24.50652","22.067124","15.76798","12.655385","8.030539","8.472632","8.499821","7.77605","8.46665","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"15","LIMA","1507","HUAROCHIRI","MATUCANA","32","5,657.93","58,145","52,922","30,215","27,930","29,238","16,414","17,442","18,473","14,629","3,385","414","45","0","3,414","8,763","8,692","1,044","908","5,398","3,816","3,046","6,074","5,175","7,423","8,112","14,453","3,828","15,411","44,751","28,721","27,581","1,140","16,030","4,831","50,691","14,492","29,040","372","1,718","718","410","57,455","179","14,363","13,244","12,573","9,378","8,587","4,586","4,880","4,897","4,247","4,411","51.964915","48.035085","34.906088","27.642568","6.396206","0.782283","0.085031","0","6.451003","16.558331","16.424171","1.972715","1.715733","32.88656","23.248446","18.557329","37.004996","31.527964","46.508428","82.863204","21.947024","88.355693","76.964485","49.395477","47.434861","1.960616","27.569009","8.308539","87.180325","24.923897","49.944105","0.63978","2.954682","1.234844","0.705134","98.813312","0.307851","24.702038","22.777539","21.623527","16.128644","14.768252","7.887179","8.392811","8.422048","7.304153","7.586207","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
"15","LIMA","1508","HUAURA","HUACHO","12","4,902.80","227,685","221,090","113,779","113,906","85,305","60,887","64,619","49,265","40,370","7,852","937","106","0","19,412","18,167","13,804","3,876","4,050","15,744","9,483","6,178","14,375","10,627","11,687","12,941","40,863","7,808","44,752","173,900","104,572","100,028","4,544","69,328","19,420","196,848","59,528","90,080","1,456","6,179","2,451","1,551","225,843","515","57,389","56,583","48,190","35,162","30,361","19,549","19,416","18,424","17,443","20,583","49.972111","50.027889","22.282781","18.259532","3.551495","0.423809","0.047944","0","8.780135","8.217016","6.243611","1.753132","1.831833","25.857736","15.574753","10.146665","23.609309","17.453644","20.026618","63.236819","12.083133","69.255173","76.377451","45.928366","43.932626","1.99574","30.449085","8.529328","86.456288","26.144893","39.563432","0.63948","2.713837","1.076487","0.681204","99.190988","0.22619","25.205437","24.851439","21.165206","15.443266","13.334651","8.585985","8.527571","8.091881","7.661023","9.040121","Instituto Nacional de Estadística e Informática (INEI). Censos Nacionales 2017: XII de Población, VII de Vivienda y III de Comunidades Indígenas"
